query	target	fident	alnlen	mismatch	gapopen	qstart	qend	qlen	qcov	tstart	tend	tlen	tcov	evalue	bits
D4A8G5|D4A8G5_RAT	A0A3Q1NNK1|A0A3Q1NNK1_BOVIN	0.513	635	306	0	26	660	685	0.927	21	650	808	0.780	7.123E-189	608
D4A8G5|D4A8G5_RAT	H2Q7F8|H2Q7F8_PANTR	0.513	635	306	0	26	660	685	0.927	21	650	808	0.780	7.123E-189	608
D4A8G5|D4A8G5_RAT	A0A3Q1N5X2|A0A3Q1N5X2_BOVIN	0.513	635	306	0	26	660	685	0.927	21	650	809	0.779	7.123E-189	608
D4A8G5|D4A8G5_RAT	A0A2I3SQ41|A0A2I3SQ41_PANTR	0.513	635	306	0	26	660	685	0.927	21	650	809	0.779	7.123E-189	608
D4A8G5|D4A8G5_RAT	A0A2I3S777|A0A2I3S777_PANTR	0.513	635	306	0	26	660	685	0.927	21	650	812	0.776	7.123E-189	608
D4A8G5|D4A8G5_RAT	A0A2I3S1C4|A0A2I3S1C4_PANTR	0.513	635	306	0	26	660	685	0.927	21	650	836	0.754	7.123E-189	608
D4A8G5|D4A8G5_RAT	D1Z308|D1Z308_BOVIN	0.513	635	306	0	26	660	685	0.927	21	650	836	0.754	7.123E-189	608
D4A8G5|D4A8G5_RAT	A0A2I3SNS9|A0A2I3SNS9_PANTR	0.513	635	306	0	26	660	685	0.927	21	650	865	0.728	7.123E-189	608
D4A8G5|D4A8G5_RAT	A0A5F4D8M3|A0A5F4D8M3_CANLF	0.511	635	308	0	26	660	685	0.927	21	650	749	0.841	6.363E-188	605
D4A8G5|D4A8G5_RAT	A0A5F4CN27|A0A5F4CN27_CANLF	0.511	635	308	0	26	660	685	0.927	21	650	770	0.818	6.363E-188	605
D4A8G5|D4A8G5_RAT	A0A5F4CU77|A0A5F4CU77_CANLF	0.511	635	308	0	26	660	685	0.927	21	650	779	0.809	6.363E-188	605
D4A8G5|D4A8G5_RAT	A0A5F4DKC3|A0A5F4DKC3_CANLF	0.511	635	308	0	26	660	685	0.927	21	650	806	0.782	6.363E-188	605
D4A8G5|D4A8G5_RAT	E2QYG1|E2QYG1_CANLF	0.511	635	308	0	26	660	685	0.927	21	650	808	0.780	6.363E-188	605
D4A8G5|D4A8G5_RAT	A0A5F4DDV1|A0A5F4DDV1_CANLF	0.511	635	308	0	26	660	685	0.927	21	650	809	0.779	6.363E-188	605
D4A8G5|D4A8G5_RAT	E2QUG4|E2QUG4_CANLF	0.511	635	308	0	26	660	685	0.927	21	650	836	0.754	6.363E-188	605
D4A8G5|D4A8G5_RAT	A0A3Q2UBV6|A0A3Q2UBV6_CHICK	0.510	635	308	0	26	660	685	0.927	22	651	801	0.787	1.190E-187	604
D4A8G5|D4A8G5_RAT	F1P4N9|F1P4N9_CHICK	0.510	635	308	0	26	660	685	0.927	22	651	809	0.779	1.190E-187	604
D4A8G5|D4A8G5_RAT	F1N8W3|F1N8W3_CHICK	0.510	635	308	0	26	660	685	0.927	22	651	825	0.764	1.190E-187	604
D4A8G5|D4A8G5_RAT	A0A3Q2UC30|A0A3Q2UC30_CHICK	0.510	635	308	0	26	660	685	0.927	22	651	828	0.761	1.190E-187	604
D4A8G5|D4A8G5_RAT	A0A3Q2TUR8|A0A3Q2TUR8_CHICK	0.510	635	308	0	26	660	685	0.927	22	651	830	0.759	1.190E-187	604
D4A8G5|D4A8G5_RAT	A0A3Q2U1B0|A0A3Q2U1B0_CHICK	0.510	635	308	0	26	660	685	0.927	22	651	841	0.749	1.190E-187	604
D4A8G5|D4A8G5_RAT	A0A3Q2U321|A0A3Q2U321_CHICK	0.510	635	308	0	26	660	685	0.927	22	651	857	0.735	1.190E-187	604
D4A8G5|D4A8G5_RAT	A0A0R4INY2|A0A0R4INY2_DANRE	0.527	608	287	0	28	634	685	0.886	23	630	756	0.804	3.040E-187	603
D4A8G5|D4A8G5_RAT	Q75U66|Q75U66_DANRE	0.527	608	287	0	28	634	685	0.886	23	630	782	0.777	3.040E-187	603
D4A8G5|D4A8G5_RAT	A0A0R4IPF4|A0A0R4IPF4_DANRE	0.527	608	287	0	28	634	685	0.886	23	630	785	0.775	3.040E-187	603
D4A8G5|D4A8G5_RAT	A0A0R4IS83|A0A0R4IS83_DANRE	0.527	608	287	0	28	634	685	0.886	23	630	797	0.763	3.040E-187	603
D4A8G5|D4A8G5_RAT	E9QIF5|E9QIF5_DANRE	0.502	608	302	0	28	634	685	0.886	23	630	695	0.875	9.417E-175	567
D4A8G5|D4A8G5_RAT	E7F5I3|E7F5I3_DANRE	0.502	608	302	0	28	634	685	0.886	23	630	882	0.689	9.417E-175	567
D4A8G5|D4A8G5_RAT	A0A3B3HTU1|A0A3B3HTU1_ORYLA	0.487	609	311	0	28	635	685	0.888	23	631	815	0.747	1.065E-167	546
D4A8G5|D4A8G5_RAT	A0A3B3I1D6|A0A3B3I1D6_ORYLA	0.487	609	311	0	28	635	685	0.888	23	631	824	0.739	1.065E-167	546
D4A8G5|D4A8G5_RAT	A0A5F4DBH8|A0A5F4DBH8_CANLF	0.452	635	315	0	26	660	685	0.927	21	595	794	0.724	2.895E-157	516
D4A8G5|D4A8G5_RAT	C3XS70|C3XS70_BRAFL	0.366	602	372	0	33	634	685	0.879	24	611	831	0.708	2.559E-106	366
D4A8G5|D4A8G5_RAT	C3Z463|C3Z463_BRAFL	0.312	585	389	0	69	635	685	0.828	62	646	652	0.897	3.339E-77	280
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8RCS6|A0A6I8RCS6_XENTR	1.000	1053	0	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2096
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8RTB3|A0A6I8RTB3_XENTR	0.945	1053	58	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2090
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8RJX8|A0A6I8RJX8_XENTR	0.941	1053	62	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2080
A0A6I8RCS6|A0A6I8RCS6_XENTR	F6R8E6|F6R8E6_XENTR	0.916	1086	88	0	1	1053	1053	1.000	1	1086	1086	1.000	0.000E+00	2079
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8Q6H3|A0A6I8Q6H3_XENTR	0.933	1053	70	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2059
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8SHV8|A0A6I8SHV8_XENTR	0.931	1053	73	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2055
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8SKP7|A0A6I8SKP7_XENTR	0.929	1053	75	0	1	1053	1053	1.000	1	1053	1053	1.000	0.000E+00	2049
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8STU8|A0A6I8STU8_XENTR	0.909	1053	93	0	1	1053	1053	1.000	1	1021	1021	1.000	0.000E+00	1998
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8RT64|A0A6I8RT64_XENTR	0.853	1053	140	0	1	1053	1053	1.000	1	955	955	1.000	0.000E+00	1857
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8SFA1|A0A6I8SFA1_XENTR	0.919	782	63	0	2	783	1053	0.743	1	776	795	0.976	0.000E+00	1504
A0A6I8RCS6|A0A6I8RCS6_XENTR	E2QUG4|E2QUG4_CANLF	0.633	895	305	0	6	900	1053	0.850	4	836	836	0.996	0.000E+00	1112
A0A6I8RCS6|A0A6I8RCS6_XENTR	D1Z308|D1Z308_BOVIN	0.644	876	289	0	6	881	1053	0.832	4	817	836	0.974	0.000E+00	1111
A0A6I8RCS6|A0A6I8RCS6_XENTR	F6TB66|F6TB66_MONDO	0.663	844	272	0	5	848	1053	0.802	3	811	830	0.975	0.000E+00	1108
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3Q2U321|A0A3Q2U321_CHICK	0.626	903	313	0	2	904	1053	0.858	1	837	857	0.977	0.000E+00	1105
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q15063|POSTN_HUMAN	0.627	895	310	0	6	900	1053	0.850	4	836	836	0.996	0.000E+00	1099
A0A6I8RCS6|A0A6I8RCS6_XENTR	G3QUZ5|G3QUZ5_GORGO	0.627	895	310	0	6	900	1053	0.850	4	836	836	0.996	0.000E+00	1099
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I3S1C4|A0A2I3S1C4_PANTR	0.627	895	310	0	6	900	1053	0.850	4	836	836	0.996	0.000E+00	1098
A0A6I8RCS6|A0A6I8RCS6_XENTR	E2QYG1|E2QYG1_CANLF	0.687	801	246	0	6	806	1053	0.761	4	789	808	0.973	0.000E+00	1097
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3Q2UC30|A0A3Q2UC30_CHICK	0.655	847	278	0	2	848	1053	0.804	1	808	828	0.976	0.000E+00	1097
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3Q2U1B0|A0A3Q2U1B0_CHICK	0.622	903	310	0	2	904	1053	0.858	1	821	841	0.976	0.000E+00	1097
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3Q1NNK1|A0A3Q1NNK1_BOVIN	0.686	801	246	0	6	806	1053	0.761	4	789	808	0.973	0.000E+00	1095
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F4DDV1|A0A5F4DDV1_CANLF	0.645	862	286	0	6	867	1053	0.819	4	809	809	0.996	0.000E+00	1095
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F8GCT4|A0A5F8GCT4_MONDO	0.684	802	247	0	5	806	1053	0.762	3	784	803	0.974	0.000E+00	1094
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3Q2TUR8|A0A3Q2TUR8_CHICK	0.677	812	255	0	2	813	1053	0.771	1	792	830	0.954	0.000E+00	1094
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F8HIW3|A0A5F8HIW3_MONDO	0.677	812	252	0	5	816	1053	0.771	3	783	802	0.974	0.000E+00	1093
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3Q1N5X2|A0A3Q1N5X2_BOVIN	0.684	801	248	0	6	806	1053	0.761	4	790	809	0.973	0.000E+00	1093
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I3S777|A0A2I3S777_PANTR	0.639	869	291	0	6	874	1053	0.825	4	810	812	0.994	0.000E+00	1092
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q62009|POSTN_MOUSE	0.647	853	291	0	15	867	1053	0.810	15	838	838	0.983	0.000E+00	1088
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3Q2UBV6|A0A3Q2UBV6_CHICK	0.678	805	251	0	2	806	1053	0.764	1	781	801	0.975	0.000E+00	1086
A0A6I8RCS6|A0A6I8RCS6_XENTR	B1ALD9|B1ALD9_HUMAN	0.679	801	252	0	6	806	1053	0.761	4	789	808	0.973	0.000E+00	1082
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I2ZP34|A0A2I2ZP34_GORGO	0.679	801	252	0	6	806	1053	0.761	4	789	808	0.973	0.000E+00	1082
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q15063-5|POSTN-5_HUMAN	0.638	862	291	0	6	867	1053	0.819	4	809	809	0.996	0.000E+00	1081
A0A6I8RCS6|A0A6I8RCS6_XENTR	H2Q7F8|H2Q7F8_PANTR	0.638	862	291	0	6	867	1053	0.819	4	808	808	0.996	0.000E+00	1080
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I2YTD4|A0A2I2YTD4_GORGO	0.638	862	291	0	6	867	1053	0.819	4	809	809	0.996	0.000E+00	1080
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I3SQ41|A0A2I3SQ41_PANTR	0.638	862	291	0	6	867	1053	0.819	4	809	809	0.996	0.000E+00	1080
A0A6I8RCS6|A0A6I8RCS6_XENTR	D3ZAF5|D3ZAF5_RAT	0.695	775	230	0	15	789	1053	0.736	15	770	810	0.933	0.000E+00	1078
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F4CN27|A0A5F4CN27_CANLF	0.688	784	230	0	6	789	1053	0.745	4	741	770	0.958	0.000E+00	1077
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q62009-3|POSTN-3_MOUSE	0.674	802	253	0	15	816	1053	0.762	15	791	810	0.959	0.000E+00	1075
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I2ZXC3|A0A2I2ZXC3_GORGO	0.627	876	308	0	6	881	1053	0.832	4	829	853	0.968	0.000E+00	1075
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3Q1MF21|A0A3Q1MF21_BOVIN	0.675	801	254	0	6	806	1053	0.761	4	787	806	0.973	0.000E+00	1074
A0A6I8RCS6|A0A6I8RCS6_XENTR	W5MPT1|W5MPT1_LEPOC	0.648	841	289	0	2	842	1053	0.799	1	821	821	1.000	0.000E+00	1074
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F4DKC3|A0A5F4DKC3_CANLF	0.674	801	255	0	6	806	1053	0.761	4	787	806	0.973	0.000E+00	1073
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q62009-2|POSTN-2_MOUSE	0.639	853	287	0	15	867	1053	0.810	15	811	811	0.983	0.000E+00	1071
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I3SNS9|A0A2I3SNS9_PANTR	0.625	876	309	0	6	881	1053	0.832	4	827	865	0.953	0.000E+00	1071
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q62009-4|POSTN-4_MOUSE	0.699	764	225	0	15	778	1053	0.726	15	761	784	0.953	0.000E+00	1069
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q15063-3|POSTN-3_HUMAN	0.673	797	254	0	6	802	1053	0.757	4	781	781	0.996	0.000E+00	1067
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F8GQG6|A0A5F8GQG6_MONDO	0.680	788	248	0	5	792	1053	0.748	3	779	779	0.997	0.000E+00	1066
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A097BW25|A0A097BW25_RAT	0.687	775	228	0	15	789	1053	0.736	15	743	783	0.931	0.000E+00	1062
A0A6I8RCS6|A0A6I8RCS6_XENTR	F1N8W3|F1N8W3_CHICK	0.664	805	270	0	2	806	1053	0.764	1	805	825	0.976	0.000E+00	1059
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F8HIW0|A0A5F8HIW0_MONDO	0.700	755	224	0	5	759	1053	0.717	3	749	749	0.997	0.000E+00	1058
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q62009-5|POSTN-5_MOUSE	0.665	802	251	0	15	816	1053	0.762	15	764	783	0.958	0.000E+00	1058
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q2KJC7|Q2KJC7_BOVIN	0.665	801	253	0	6	806	1053	0.761	4	760	779	0.972	0.000E+00	1057
A0A6I8RCS6|A0A6I8RCS6_XENTR	F1P4N9|F1P4N9_CHICK	0.663	805	266	0	2	806	1053	0.764	1	789	809	0.975	0.000E+00	1057
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F4CU77|A0A5F4CU77_CANLF	0.665	801	253	0	6	806	1053	0.761	4	760	779	0.972	0.000E+00	1056
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F4D8M3|A0A5F4D8M3_CANLF	0.710	735	211	0	6	740	1053	0.698	4	730	749	0.971	0.000E+00	1047
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q15063-2|POSTN-2_HUMAN	0.658	801	259	0	6	806	1053	0.761	4	760	779	0.972	0.000E+00	1042
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I2YVT8|A0A2I2YVT8_GORGO	0.657	801	259	0	6	806	1053	0.761	4	760	779	0.972	0.000E+00	1041
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I3TPJ2|A0A2I3TPJ2_PANTR	0.657	801	259	0	6	806	1053	0.761	4	760	779	0.972	0.000E+00	1041
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q15063-6|POSTN-6_HUMAN	0.689	751	231	0	6	756	1053	0.713	4	746	749	0.992	0.000E+00	1034
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I2YLR3|A0A2I2YLR3_GORGO	0.689	751	231	0	6	756	1053	0.713	4	746	749	0.992	0.000E+00	1033
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I3SDV5|A0A2I3SDV5_PANTR	0.689	751	231	0	6	756	1053	0.713	4	746	749	0.992	0.000E+00	1033
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q15063-4|POSTN-4_HUMAN	0.654	797	258	0	6	802	1053	0.757	4	751	751	0.996	0.000E+00	1030
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q15063-7|POSTN-7_HUMAN	0.698	731	217	0	6	736	1053	0.694	4	721	721	0.996	0.000E+00	1021
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F4DBH8|A0A5F4DBH8_CANLF	0.607	855	305	0	6	860	1053	0.812	4	779	794	0.977	1.100E-320	1009
A0A6I8RCS6|A0A6I8RCS6_XENTR	E7F5I3|E7F5I3_DANRE	0.584	882	349	0	5	886	1053	0.838	4	843	882	0.952	5.614E-315	992
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A0R4IPF4|A0A0R4IPF4_DANRE	0.620	802	290	0	2	803	1053	0.762	1	763	785	0.972	4.769E-308	972
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A0R4IS83|A0A0R4IS83_DANRE	0.620	802	290	0	2	803	1053	0.762	1	763	797	0.957	4.769E-308	972
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q75U66|Q75U66_DANRE	0.596	841	313	0	2	842	1053	0.799	1	776	782	0.992	3.115E-307	970
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A0R4INY2|A0A0R4INY2_DANRE	0.627	788	279	0	2	789	1053	0.748	1	750	756	0.992	1.088E-306	968
A0A6I8RCS6|A0A6I8RCS6_XENTR	H2LET9|H2LET9_ORYLA	0.631	704	255	0	11	701	1053	0.656	8	711	723	0.974	1.031E-273	872
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3B3HQ51|A0A3B3HQ51_ORYLA	0.600	750	288	0	11	760	1053	0.712	8	729	729	0.990	1.031E-273	872
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3B3HUB7|A0A3B3HUB7_ORYLA	0.647	683	240	0	11	691	1053	0.647	8	690	719	0.950	1.409E-273	872
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3B3IBI9|A0A3B3IBI9_ORYLA	0.663	660	221	0	11	670	1053	0.627	8	665	719	0.915	5.967E-272	867
A0A6I8RCS6|A0A6I8RCS6_XENTR	H2LEU3|H2LEU3_ORYLA	0.665	647	216	0	11	657	1053	0.614	8	652	654	0.986	1.771E-267	854
A0A6I8RCS6|A0A6I8RCS6_XENTR	E9QIF5|E9QIF5_DANRE	0.614	708	266	0	5	712	1053	0.672	4	694	695	0.994	2.607E-265	848
A0A6I8RCS6|A0A6I8RCS6_XENTR	H2LEU1|H2LEU1_ORYLA	0.631	681	247	0	11	691	1053	0.647	8	678	707	0.949	8.060E-264	843
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3B3I1D6|A0A3B3I1D6_ORYLA	0.548	796	351	0	14	809	1053	0.756	13	790	824	0.944	2.880E-258	827
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3B3HTU1|A0A3B3HTU1_ORYLA	0.546	796	349	0	14	809	1053	0.756	13	781	815	0.944	4.764E-257	824
A0A6I8RCS6|A0A6I8RCS6_XENTR	H2RC92|H2RC92_PANTR	0.545	607	275	0	27	633	1053	0.576	30	634	683	0.886	7.219E-190	627
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q15582|BGH3_HUMAN	0.545	607	275	0	27	633	1053	0.576	30	634	683	0.886	7.219E-190	627
A0A6I8RCS6|A0A6I8RCS6_XENTR	G3R261|G3R261_GORGO	0.545	607	275	0	27	633	1053	0.576	30	634	683	0.886	7.219E-190	627
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A2I3RNS3|A0A2I3RNS3_PANTR	0.545	607	275	0	27	633	1053	0.576	30	634	706	0.857	7.219E-190	627
A0A6I8RCS6|A0A6I8RCS6_XENTR	G3RTB6|G3RTB6_GORGO	0.536	618	285	0	27	644	1053	0.587	30	644	693	0.887	1.340E-189	626
A0A6I8RCS6|A0A6I8RCS6_XENTR	P55906|BGH3_BOVIN	0.542	607	277	0	27	633	1053	0.576	30	634	683	0.886	2.163E-188	623
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q3UXJ2|Q3UXJ2_MOUSE	0.540	607	278	0	27	633	1053	0.576	30	634	651	0.929	7.445E-188	621
A0A6I8RCS6|A0A6I8RCS6_XENTR	P82198|BGH3_MOUSE	0.540	607	278	0	27	633	1053	0.576	30	634	683	0.886	7.445E-188	621
A0A6I8RCS6|A0A6I8RCS6_XENTR	D4A8G5|D4A8G5_RAT	0.540	607	278	0	27	633	1053	0.576	30	634	685	0.883	1.881E-187	620
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8SCL8|A0A6I8SCL8_XENTR	0.535	609	282	0	27	635	1053	0.578	25	631	660	0.920	1.044E-185	615
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8RL64|A0A6I8RL64_XENTR	0.535	607	281	0	27	633	1053	0.576	25	629	643	0.941	4.890E-185	613
A0A6I8RCS6|A0A6I8RCS6_XENTR	F7D4G3|F7D4G3_XENTR	0.535	607	281	0	27	633	1053	0.576	20	624	674	0.898	4.890E-185	613
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8QGD2|A0A6I8QGD2_XENTR	0.535	607	281	0	27	633	1053	0.576	22	626	676	0.895	4.890E-185	613
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q0V9T4|Q0V9T4_XENTR	0.535	607	281	0	27	633	1053	0.576	25	629	677	0.894	4.890E-185	613
A0A6I8RCS6|A0A6I8RCS6_XENTR	Q503K1|Q503K1_DANRE	0.512	641	310	0	2	642	1053	0.609	1	636	677	0.939	1.235E-184	612
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A1D5PXP9|A0A1D5PXP9_CHICK	0.526	613	289	0	21	633	1053	0.582	17	626	680	0.897	9.309E-183	606
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A3Q1MNL9|A0A3Q1MNL9_BOVIN	0.539	591	271	0	43	633	1053	0.561	5	593	642	0.917	1.497E-181	602
A0A6I8RCS6|A0A6I8RCS6_XENTR	F1PW10|F1PW10_CANLF	0.534	594	275	0	43	636	1053	0.564	1	592	638	0.928	4.460E-180	598
A0A6I8RCS6|A0A6I8RCS6_XENTR	F7D796|F7D796_MONDO	0.505	636	313	0	27	662	1053	0.604	30	663	684	0.927	1.125E-179	597
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8QYB9|A0A6I8QYB9_XENTR	0.529	595	279	0	39	633	1053	0.565	5	597	647	0.917	4.557E-178	592
A0A6I8RCS6|A0A6I8RCS6_XENTR	H2N1S0|H2N1S0_ORYLA	0.501	635	314	0	8	642	1053	0.603	4	634	677	0.932	1.565E-177	591
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F8H036|A0A5F8H036_MONDO	0.481	636	315	0	27	662	1053	0.604	30	636	657	0.924	1.681E-167	561
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A5F8GLY4|A0A5F8GLY4_MONDO	0.498	607	290	0	27	633	1053	0.576	30	607	657	0.880	3.110E-167	560
A0A6I8RCS6|A0A6I8RCS6_XENTR	F1MBS3|F1MBS3_BOVIN	0.490	607	297	0	27	633	1053	0.576	30	613	649	0.900	3.146E-163	548
A0A6I8RCS6|A0A6I8RCS6_XENTR	A0A6I8SZ77|A0A6I8SZ77_XENTR	0.460	627	310	0	27	653	1053	0.595	25	600	626	0.920	2.664E-154	522
A0A6I8RCS6|A0A6I8RCS6_XENTR	W5N0J7|W5N0J7_LEPOC	0.445	633	350	0	2	633	1053	0.600	2	634	687	0.921	4.710E-148	503
A0A6I8RCS6|A0A6I8RCS6_XENTR	C3XS70|C3XS70_BRAFL	0.328	619	410	0	30	648	1053	0.588	24	634	831	0.735	1.340E-87	321
Q6K6F3|Q6K6F3_ORYSJ	Q6K6F3|Q6K6F3_ORYSJ	1.000	304	0	0	1	304	304	1.000	1	304	304	1.000	1.739E-177	554
Q6K6F3|Q6K6F3_ORYSJ	B4F7Y8|B4F7Y8_MAIZE	0.603	288	112	0	16	298	304	0.931	8	295	296	0.973	4.281E-103	340
Q6K6F3|Q6K6F3_ORYSJ	Q9ZQ23|FLA3_ARATH	0.412	211	116	0	19	229	304	0.694	13	210	280	0.707	4.469E-39	154
Q6K6F3|Q6K6F3_ORYSJ	Q7XW83|Q7XW83_ORYSJ	0.471	175	92	0	26	200	304	0.576	23	196	278	0.626	8.300E-39	153
Q6K6F3|Q6K6F3_ORYSJ	A0A1D6LQH9|A0A1D6LQH9_MAIZE	0.459	160	84	0	29	184	304	0.513	31	190	275	0.582	6.604E-33	136
Q6K6F3|Q6K6F3_ORYSJ	Q6K6F8|Q6K6F8_ORYSJ	0.441	159	86	0	26	184	304	0.523	18	171	213	0.723	3.092E-30	128
Q6K6F3|Q6K6F3_ORYSJ	Q67W76|Q67W76_ORYSJ	0.404	176	102	0	30	201	304	0.566	37	212	269	0.654	1.434E-29	126
Q6K6F3|Q6K6F3_ORYSJ	B6TEJ6|B6TEJ6_MAIZE	0.419	167	92	0	26	184	304	0.523	21	187	278	0.601	1.948E-29	125
Q6K6F3|Q6K6F3_ORYSJ	O49586|FLA5_ARATH	0.344	220	138	0	31	250	304	0.724	24	234	278	0.759	2.648E-29	125
Q6K6F3|Q6K6F3_ORYSJ	B4FM79|B4FM79_MAIZE	0.408	161	92	0	26	186	304	0.530	15	170	233	0.670	1.634E-26	117
Q6K6F3|Q6K6F3_ORYSJ	Q6Z347|Q6Z347_ORYSJ	0.364	167	105	0	30	195	304	0.546	22	188	266	0.628	3.728E-22	104
Q6K6F3|Q6K6F3_ORYSJ	A0A1D6H290|A0A1D6H290_MAIZE	0.375	160	97	0	29	184	304	0.513	27	186	292	0.548	3.728E-22	104
Q6K6F3|Q6K6F3_ORYSJ	K7UBA9|K7UBA9_MAIZE	0.369	162	98	0	29	184	304	0.513	29	190	297	0.545	9.243E-22	102
Q6K6F3|Q6K6F3_ORYSJ	A0A2K1KNS3|A0A2K1KNS3_PHYPA	0.308	192	131	0	18	207	304	0.625	9	200	316	0.608	1.279E-18	93
Q7NDG2|Q7NDG2_GLOVI	Q7NDG2|Q7NDG2_GLOVI	1.000	231	0	0	1	231	231	1.000	1	231	231	1.000	1.122E-139	441
Q7NDG2|Q7NDG2_GLOVI	Q7NIN3|Q7NIN3_GLOVI	0.442	133	72	0	65	197	231	0.576	28	157	167	0.778	1.880E-24	108
Q7NDG2|Q7NDG2_GLOVI	Q877K8|Q877K8_BRADU	0.423	133	76	0	65	197	231	0.576	32	164	167	0.796	1.952E-22	102
Q7NDG2|Q7NDG2_GLOVI	P74615|Y1483_SYNY3	0.386	145	88	0	53	197	231	0.628	35	178	180	0.800	4.284E-21	98
Q7NDG2|Q7NDG2_GLOVI	Q7NLW3|Q7NLW3_GLOVI	0.410	131	76	0	65	195	231	0.567	3	131	134	0.963	1.471E-20	96
Q7NDG2|Q7NDG2_GLOVI	Q7NE28|Q7NE28_GLOVI	0.392	138	83	0	61	198	231	0.597	32	168	169	0.811	3.709E-20	95
